"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"BHARATWIRE","Bharat Wire Ropes Limited","7(2)","Sushil Sharda","Employees/Designated Employees","Equity Shares","511501","0.8",,"5000","347000","Sell","Equity Shares","506501","0.8","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1125029_622512_01042022062930_WEB.xml"
"BHARATWIRE","Bharat Wire Ropes Limited","7(2)","Sushil Sharda","Employees/Designated Employees","Equity Shares","136501","0.22",,"375000","9150000","Buy","Equity Shares","511501","0.8","30-Mar-2022","30-Mar-2022","31-Mar-2022","ESOP","-","-","0","0","0","0","NA","-","01-Apr-2022 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1125029_622512_01042022062930_WEB.xml"
"BHARATWIRE","Bharat Wire Ropes Limited","7(2)","Mahender Singh Arora","Employees/Designated Employees","Equity Shares","Nil","0",,"175000","4270000","Buy","Equity Shares","175000","0.03","31-Mar-2022","31-Mar-2022","31-Mar-2022","ESOP","-","-","0","0","0","0","NA","-","01-Apr-2022 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1125029_622512_01042022062930_WEB.xml"
"BHARATWIRE","Bharat Wire Ropes Limited","7(2)","Hemant Agrawal","Employees/Designated Employees","Equity Shares","12390","0.02",,"5890","421724","Sell","Equity Shares","6500","0.01","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1125029_622512_01042022062930_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Amar Shah","-","Equity Shares","24549","0",,"1775","2982000","Sell","Equity Shares","22774","0","30-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Anurag Khemka","-","Equity Shares","43718","0",,"1600","2689000","Sell","Equity Shares","42118","0","30-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","BSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Anurag Khemka","-","Equity Shares","42118","0",,"700","1179200","Sell","Equity Shares","41418","0","30-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Aakash Kejriwal","-","Equity Shares","58800","0.01",,"1000","1625000","Sell","Equity Shares","57800","0.01","29-Mar-2022","29-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Aakash Kejriwal","-","Equity Shares","57800","0.01",,"2300","3822002","Sell","Equity Shares","55500","0.01","30-Mar-2022","30-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Kirti Mehta","-","Equity Shares","19286","0",,"2000","3000000","Sell","Equity Shares","17286","0","30-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Ankit Agarwal","-","Equity Shares","2442","0",,"724","1192359","Sell","Equity Shares","1718","0","28-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Tarun Tiwari","-","Equity Shares","179878","0.03",,"1400","2326000","Sell","Equity Shares","178478","0.03","29-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Sunit Jindal","-","Equity Shares","6902","0",,"1200","1980870","Sell","Equity Shares","5702","0","29-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Sumant Kasliwal","-","Equity Shares","160030","0.03",,"43200","71226428","Sell","Equity Shares","116830","0.02","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Nihir Parikh","-","Equity Shares","1795142","0.37",,"35000","57200000","Sell","Equity Shares","1760142","0.37","29-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Surender Mehta","-","Equity Shares","52918","0.01",,"3000","4859304","Sell","Equity Shares","49918","0.01","29-Mar-2022","29-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Manoj Jaiswal","-","Equity Shares","478798","0.1",,"6000","10094700","Sell","Equity Shares","472798","0.09","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Nirav Varma","-","Equity Shares","3418","0",,"3000","4999980","Sell","Equity Shares","418","0","30-Mar-2022","30-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Surender Mehta","-","Equity Shares","49918","0.01",,"7000","11800000","Sell","Equity Shares","42918","0","01-Apr-2022","01-Apr-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Abhishek Rairkar","-","Equity Shares","5951","0",,"2000","3364900","Sell","Equity Shares","3951","0","30-Mar-2022","30-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1125024_622506_01042022062345_WEB.xml"
"MGEL","Mangalam Global Enterprise Limited","7(2)","Madhusudan Garg HUF","Other","Equity Shares","75767","0.29",,"7517","1565204","Sell","Equity Shares","68250","0.26","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:21","https://archives.nseindia.com/corporate/xbrl/IT_1125021_622503_01042022062154_WEB.xml"
"BLISSGVS","Bliss GVS Pharma Limited","7(2)","Vibha Gagan Sharma","Promoters","Equity Shares","1500000","1.45",,"350000","25735395","Buy","Equity Shares","1850000","1.79","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:15","https://archives.nseindia.com/corporate/xbrl/IT_1125019_622500_01042022061535_WEB.xml"
"BLISSGVS","Bliss GVS Pharma Limited","7(2)","Shruti Vishal Rao","Promoters","Equity Shares","1500000","1.45",,"350000","25531787","Buy","Equity Shares","1850000","1.79","30-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 18:15","https://archives.nseindia.com/corporate/xbrl/IT_1125019_622500_01042022061535_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Ashok Kumar Goyal","Employees/Designated Employees","Equity Shares","304000","0.08",,"20000","1995000","Buy","Equity Shares","324000","0.08","30-Mar-2022","30-Mar-2022","01-Apr-2022","ESOP","-","-","0","0","0","0","NA","-","01-Apr-2022 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1125017_622495_01042022060110_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Bhupesh Kumar Mehta","Employees/Designated Employees","Equity Shares","110500","0.03",,"20000","1995000","Buy","Equity Shares","130500","0.03","30-Mar-2022","30-Mar-2022","01-Apr-2022","ESOP","-","-","0","0","0","0","NA","-","01-Apr-2022 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1125017_622495_01042022060110_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Shakti Goyal","Key Managerial Personnel","Equity Shares","Nil","0",,"15000","1496250","Buy","Equity Shares","15000","0","30-Mar-2022","30-Mar-2022","01-Apr-2022","ESOP","-","-","0","0","0","0","NA","-","01-Apr-2022 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1125017_622495_01042022060110_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Sudhanshu Kulshrestha","Employees/Designated Employees","Equity Shares","40000","0.01",,"15000","1496250","Buy","Equity Shares","55000","0.01","30-Mar-2022","30-Mar-2022","01-Apr-2022","ESOP","-","-","0","0","0","0","NA","-","01-Apr-2022 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1125017_622495_01042022060110_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Sunil Laroiya","Employees/Designated Employees","Equity Shares","507915","0.13",,"20000","1995000","Buy","Equity Shares","527915","0.13","30-Mar-2022","30-Mar-2022","01-Apr-2022","ESOP","-","-","0","0","0","0","NA","-","01-Apr-2022 18:01","https://archives.nseindia.com/corporate/xbrl/IT_1125017_622495_01042022060110_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Ashwini Omprakash Kumar","Director","Equity Shares","24713","0.01",,"24713","3954083","Sell","Equity Shares","Nil","0","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1125015_622493_01042022055947_WEB.xml"
"IBULHSGFIN","Indiabulls Housing Finance Limited","7(2)","Pinank Shah","Employees/Designated Employees","Equity Shares","62000","0.01",,"24000","3809800","Sell","Equity Shares","38000","0.01","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1125015_622493_01042022055947_WEB.xml"
"SHALPAINTS","Shalimar Paints Limited","7(2)","Ratan Jindal","Promoters","Equity Shares","165545","0.23",,"165545","19327379","Sell","Equity Shares","Nil","0","30-Mar-2022","30-Mar-2022","31-Mar-2022","Gift","-","-","0","0","0","0","NA","-","01-Apr-2022 17:56","https://archives.nseindia.com/corporate/xbrl/IT_1125012_622489_01042022055620_WEB.xml"
"SHALPAINTS","Shalimar Paints Limited","7(2)","Urvi Jindal","Promoter Group","Equity Shares","Nil","0",,"165545","19327379","Buy","Equity Shares","165545","0.23","30-Mar-2022","30-Mar-2022","31-Mar-2022","Gift","-","-","0","0","0","0","NA","-","01-Apr-2022 17:56","https://archives.nseindia.com/corporate/xbrl/IT_1125012_622489_01042022055620_WEB.xml"
"AGSTRA","AGS Transact Technologies Limited","7(2)","Mr. Paresh B. Jain","-","Equity Shares","10000","0.01",,"5000","526350","Sell","Equity Shares","5000","0","14-Mar-2022","14-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1125010_622486_01042022055540_WEB.xml"
"AGSTRA","AGS Transact Technologies Limited","7(2)","Mr. Paresh B. Jain","-","Equity Shares","5000","0",,"5000","526400","Sell","Equity Shares","Nil","0","17-Mar-2022","17-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1125010_622486_01042022055540_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","BHANU P GOPALAM","Employees/Designated Employees","Equity Shares","9000","0.01",,"8000","16000","Buy","Equity Shares","17000","0.02","18-Jan-2022","18-Jan-2022","01-Apr-2022","ESOP","-","-","0","0","0","0","NA","-","01-Apr-2022 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1125007_622480_01042022055004_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","BHANU P GOPALAM","Employees/Designated Employees","Equity Shares","17000","0.02",,"1000","5111120","Sell","Equity Shares","16000","0.02","30-Mar-2022","30-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1125007_622480_01042022055004_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Bharath U","Key Managerial Personnel","Equity Shares","17100","0.02",,"1000","2658500","Sell","Equity Shares","16100","0.02","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:46","https://archives.nseindia.com/corporate/xbrl/IT_1125005_622477_01042022054613_WEB.xml"
"INDNIPPON","India Nippon Electricals Limited","7(2)","Lucas Indian Service Ltd","Promoters","Equity Shares","11266374","49.8",,"226214","110166218","Buy","Equity Shares","11492588","50.8","30-Mar-2022","30-Mar-2022","01-Apr-2022","Inter-se-Transfer","-","-","0","0","0","0","NA","-","01-Apr-2022 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1125003_622474_01042022054327_WEB.xml"
"INDNIPPON","India Nippon Electricals Limited","7(2)","Mahle Electric Drives Japan Corporation","Promoters","Equity Shares","1641000","7.25",,"226214","110166218","Sell","Equity Shares","1414786","6.25","30-Mar-2022","30-Mar-2022","01-Apr-2022","Inter-se-Transfer","-","-","0","0","0","0","NA","-","01-Apr-2022 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1125003_622474_01042022054327_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","731579","2.16",,"4708","10972681","Sell","Equity Shares","726871","2.15","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:40","https://archives.nseindia.com/corporate/xbrl/IT_1125002_622468_01042022054019_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","726871","2.15",,"1464","3464007","Buy","Equity Shares","728335","2.15","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:40","https://archives.nseindia.com/corporate/xbrl/IT_1125002_622468_01042022054019_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Zuari Global Limited","Promoters","Equity Shares","59015360","14.18",,"600000","253200000","Pledge Revoke","Equity Shares","59015360","14.18","30-Mar-2022","30-Mar-2022","31-Mar-2022","Revokation of Pledge","-","-","0","0","0","0","NA","-","01-Apr-2022 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1125000_622465_01042022053801_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKET SUHAS KOLHATKAR","Employees/Designated Employees","Equity Shares","3800","0",,"3800","9124484","Sell","Equity Shares","Nil","0","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1124996_622460_01042022052944_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKET SUHAS KOLHATKAR","Employees/Designated Employees","Equity Shares","3800","0",,"3800","9124484","Pledge Revoke","Equity Shares","3800","0","31-Mar-2022","31-Mar-2022","31-Mar-2022","Revokation of Pledge","-","-","0","0","0","0","NA","-","01-Apr-2022 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1124996_622460_01042022052944_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","AHUJA SATINDER SINGH","Employees/Designated Employees","Equity Shares","35520","0",,"500","1193500","Sell","Equity Shares","35020","0","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1124996_622460_01042022052944_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","AHUJA SATINDER SINGH","Employees/Designated Employees","Equity Shares","36520","0",,"1000","2383700","Sell","Equity Shares","35520","0","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1124996_622460_01042022052944_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","AHUJA SATINDER SINGH","Employees/Designated Employees","Equity Shares","36520","0",,"1000","2385450","Pledge Revoke","Equity Shares","36520","0","30-Mar-2022","30-Mar-2022","31-Mar-2022","Revokation of Pledge","-","-","0","0","0","0","NA","-","01-Apr-2022 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1124996_622460_01042022052944_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RAJE MANGESH","Employees/Designated Employees","Equity Shares","27345","0",,"1500","3594000","Sell","Equity Shares","25845","0","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1124996_622460_01042022052944_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKARANARAYAN R","Employees/Designated Employees","Equity Shares","157970","0.01",,"1000","2421000","Sell","Equity Shares","156970","0.01","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:29","https://archives.nseindia.com/corporate/xbrl/IT_1124996_622460_01042022052944_WEB.xml"
"JKPAPER","JK Paper Limited","7(2)","Anshuman Singhania, Karta of Shripati Singhania HUF, Partner of M/s Yashodhan Enterprises","Promoter Group","Equity Shares","Nil","0",,"193000","59760855","Buy","Equity Shares","193000","0.11","28-Mar-2022","29-Mar-2022","30-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:25","https://archives.nseindia.com/corporate/xbrl/IT_1124994_622456_01042022052507_WEB.xml"
"GLAND","Gland Pharma Limited","7(2)","P SAMPATH KUMAR","Key Managerial Personnel","Equity Shares","280","0",,"280","918716","Sell","Equity Shares","Nil","0","29-Mar-2022","29-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:22","https://archives.nseindia.com/corporate/xbrl/IT_1124992_622451_01042022052226_WEB.xml"
"GLAND","Gland Pharma Limited","7(2)","A RENUKA DEVI","-","Equity Shares","2693","0",,"700","2300522","Sell","Equity Shares","1993","0","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:22","https://archives.nseindia.com/corporate/xbrl/IT_1124992_622451_01042022052226_WEB.xml"
"GLAND","Gland Pharma Limited","7(2)","ASHOK KUMAR SHAW","-","Equity Shares","6750","0",,"250","818500","Sell","Equity Shares","6500","0","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:22","https://archives.nseindia.com/corporate/xbrl/IT_1124992_622451_01042022052226_WEB.xml"
"GLAND","Gland Pharma Limited","7(2)","DR S SRIDEVI","Key Managerial Personnel","Equity Shares","16000","0.01",,"1000","3298000","Sell","Equity Shares","15000","0.01","29-Mar-2022","29-Mar-2022","30-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:22","https://archives.nseindia.com/corporate/xbrl/IT_1124992_622451_01042022052226_WEB.xml"
"GLAND","Gland Pharma Limited","7(2)","DR S SRIDEVI","Key Managerial Personnel","Equity Shares","15000","0.01",,"7000","22985760","Sell","Equity Shares","8000","0","30-Mar-2022","30-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:22","https://archives.nseindia.com/corporate/xbrl/IT_1124992_622451_01042022052226_WEB.xml"
"NITINSPIN","Nitin Spinners Limited","7(2)","REDIAL TRADING AND INVESTMENT PVT. LTD","Promoters","Equity Shares","17895000","31.83",,"43500","9848400","Buy","Equity Shares","17938500","31.9","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:18","https://archives.nseindia.com/corporate/xbrl/IT_1124989_622448_01042022051842_WEB.xml"
"MASFIN","MAS Financial Services Limited","7(2)","PRARTHNA MARKETING PRIVATE LIMITED","Promoters","Equity Shares","1310057","2.4",,"7500","4003140","Buy","Equity Shares","1317557","2.41","29-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:17","https://archives.nseindia.com/corporate/xbrl/IT_1124988_622446_01042022051737_WEB.xml"
"ARVIND","Arvind Limited","7(2)","Susheelkumar Mohanlal Kaul","-","Equity Shares","515829","0.2",,"7075","828589","Sell","Equity Shares","508754","0.2","31-Mar-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:16","https://archives.nseindia.com/corporate/xbrl/IT_1124984_622440_01042022051610_WEB.xml"
"ARVIND","Arvind Limited","7(2)","Susheelkumar Mohanlal Kaul","-","Equity Shares","618754","0.24",,"100000","11650000","Sell","Equity Shares","518754","0.2","29-Mar-2022","29-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:16","https://archives.nseindia.com/corporate/xbrl/IT_1124984_622440_01042022051610_WEB.xml"
"ARVIND","Arvind Limited","7(2)","Ashishkumar Harimohan Srivastava","-","Equity Shares","335000","0.13",,"30000","3478690","Sell","Equity Shares","305000","0.12","29-Mar-2022","29-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:16","https://archives.nseindia.com/corporate/xbrl/IT_1124984_622440_01042022051610_WEB.xml"
"ARVIND","Arvind Limited","7(2)","Susheelkumar Mohanlal Kaul","-","Equity Shares","518754","0.2",,"2925","343863","Sell","Equity Shares","515829","0.2","30-Mar-2022","30-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 17:16","https://archives.nseindia.com/corporate/xbrl/IT_1124984_622440_01042022051610_WEB.xml"
"UFLEX","UFLEX Limited","7(2)","FLEX INTERNATIONAL PRIVATE LIMITED","Promoter Group","Equity Shares","9197577","12.74",,"1170000","711769500","Pledge","Equity Shares","9197577","12.74","31-Mar-2022","31-Mar-2022","01-Apr-2022","Pledge Creation","-","-","0","0","0","0","NA","-","01-Apr-2022 17:12","https://archives.nseindia.com/corporate/xbrl/IT_1124983_622436_01042022051255_WEB.xml"
"MTARTECH","Mtar Technologies Limited","7(2)","Fabmohur Advisors LLP","-","Equity Shares","2586740","8.41",,"1942382","3457428084","Sell","Equity Shares","644358","2.09","25-Mar-2022","25-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","BSE","-","01-Apr-2022 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1124979_622428_01042022050146_WEB.xml"
"MTARTECH","Mtar Technologies Limited","7(2)","Solidus Advisors LLP","-","Equity Shares","489530","1.59",,"489530","872802618","Sell","Equity Shares","Nil","0","25-Mar-2022","25-Mar-2022","31-Mar-2022","Market Sale","-","-","0","0","0","0","BSE","-","01-Apr-2022 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1124979_622428_01042022050146_WEB.xml"
"BIOCON","Biocon Limited","7(2)","MANEESH H GHILDYAL","Employees/Designated Employees","Equity Shares","128000","0",,"4000","1456000","Sell","Equity Shares","124000","0","03-Feb-2022","31-Mar-2022","01-Apr-2022","Market Sale","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:53","https://archives.nseindia.com/corporate/xbrl/IT_1124976_622422_01042022045341_WEB.xml"
"ANUP","The Anup Engineering Limited","7(2)","BHAGWATI SPHEROCAST PRIVATE LIMITED","Immediate relative","Equity Shares","11850","0.12",,"100","79000","Buy","Equity Shares","11950","0.12","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","BSE","-","01-Apr-2022 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1124974_622413_01042022044800_WEB.xml"
"ANUP","The Anup Engineering Limited","7(2)","BHAGWATI FILTERS PRIVATE LIMITED","Immediate relative","Equity Shares","1000","0.01",,"141","112095","Buy","Equity Shares","1141","0.01","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","BSE","-","01-Apr-2022 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1124974_622413_01042022044800_WEB.xml"
"ANUP","The Anup Engineering Limited","7(2)","BHAGWATI SPHEROCAST PRIVATE LIMITED","Immediate relative","Equity Shares","11250","0.11",,"600","476394","Buy","Equity Shares","11850","0.12","31-Mar-2022","31-Mar-2022","31-Mar-2022","Market Purchase","-","-","0","0","0","0","NSE","-","01-Apr-2022 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1124974_622413_01042022044800_WEB.xml"
